country,director,genre,poster,release_year,starring,title
South Korea,"Chan Siu-Pang, Kim Jung-Yong ",martial arts,https://en.hkcinema.ru/foto/3274d126.jpg,1979,"Casanova Wong, Phillip Ko Fei, Chan Siu-Pang, Lee Fat-Yuen, Kim Ki-Ju, Han Myeong-Hwan, Baek Hwang-Ki, Wan Yan-Ha, Choe Mu-Ung ",Rivals of the Silver Fox
Hong Kong,Shen Chiang ,martial arts,https://en.hkcinema.ru/foto/ef889f56.jpg,1971,"Lo Lieh, Shih Szu, Ku Wen-Chung, Fang Mian, Ling Ling, Bolo Yeung Sze, Chan Shen, Kim Ki-Ju, Hung Sing-Chung, Yau Ming, Tang Ti ",The Rescue
Hong Kong,Wong Jing ,martial arts,https://en.hkcinema.ru/foto/5feadd24.jpg,1993,"Jet Li Lian-Jie, Dicky Cheung Wai-Kin, Sharla Cheung Man, Alan Chui Chung-San, Anita Yuen Wing-Yee, Gordon Liu Chia-Hui, Linda Cheung Lan-Ying ",Last Hero in China
Hong Kong,Gwan Jing-Leung ,martial arts,https://en.hkcinema.ru/foto/26e7b8d7.jpg,1981,"Simon Yuen Siu-Tin, Charles Heung Wah-Keung, Cecilia Wong Hang-Sau, Yuen Lung-Kui, Thompson Kao Kang, Chow Siu-Loi, Sai Gwa-Pau, Chan Lap-Ban ",An Old Kung Fu Master
Taiwan,"Ulysses Au-Yeung Jun, Lin Chi-Jan ","martial arts, comedy",https://en.hkcinema.ru/foto/ced84deb.jpg,1978,"Pai Ying, Sek Fung, Miao Tian, Liu Ping, Elsa Yeung Wai-San, Wong Goon-Hung, Yuen Sam, Li Min-Lang, Cheung Bo-Sin ",Wandering Dragon
Hong Kong,Evan Yang ,martial arts,https://en.hkcinema.ru/foto/ef61a2bd.jpg,1967,"Jeanette Lin Tsui, Chao Lei, Jean Li Chih-An, Tin Ching, Kelly Lai Chen, Miao Ping-Wo, Liu En-Jia, Louis Lu Yu, Steve Chan Ho ",The Wandering Knight
Taiwan,Kim Lung ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1968,"Tien Yeh, Fan Ling, Sun Yueh, Tin Mung, Ko Yu-Min, Hung Gam-Lin, Kuk Wang, Ko Hsiang-Ting, Lily Chen Ching, Miao Tian ",The Wandering Knight
Hong Kong,Wong Fung ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1971,"Chan Jing, Law Oi-Seung, Sek Kin, Ko Fung, Ko Lo-Chuen, Fung Ging-Man, Wong Hak, Aai Dung-Gwa, Wong Ying-Wai, Little Unicorn ",Super Boxer
Taiwan,Paul Chang Chung ,martial arts,https://en.hkcinema.ru/foto/561bfe93a55e5.jpg,1976,"Polly Shang-Kuan Ling-Feng, John Cheung Ng-Long, Yueh Hua, Phillip Ko Fei, Mark Lung Koon-Mo, Cliff Lok, Woo Gam, Lo Lieh, Tsai Hung ",Super Dragon
Hong Kong,Ting Shan-Hsi ,martial arts,https://en.hkcinema.ru/foto/55cdd03545a0e.jpg,1975,"Bruce Leung Siu-Lung, Sylvia Chang Ai-Chia, Stanley Fung Sui-Fan, Dean Shek Tin, Carter Wong Ka-Tat, Ou-Yang Sha-Fei, Helen Poon Bing-Seung ",Hong Kong Superman
China,Stephen Fung Tak-Lun ,"martial arts, fantasy",https://en.hkcinema.ru/foto/641826e0.jpg,2012,"Jayden Yuan Xiao-Chao, Tony Leung Ka-Fai, AngelaBaby, Peter Stormare, William Feng Shao-Feng, Eddie Peng Yu-Yen, Yuen Biao, Daniel Wu Yin-Cho ",Tai Chi Hero
China,Song Cheng-Ming ,"action, martial arts",https://en.hkcinema.ru/foto/e4b168c98e9ad34e6be12b2942fe2e50dbn.jpg,2016,"Zhang Yi, Zhu Xiao-Wan, Wang Gang-Gang, Guan Ri-Bi, Li Meng-Lu, Chen Ke-Wei, Xu Chang, Li Chao, Wang Wen-Hua ",Dragon Tactic
Hong Kong,"Fung Fung, Wong Fung ",martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1961,"So Siu-Tong, Law Yim-Hing ",Temperamental Amazon (Part 1)
Hong Kong,Chu Mu ,martial arts,https://en.hkcinema.ru/foto/2419aeb6.jpg,1979,"Chi Kuan-Chun, Chiang Tao, Bruce Tong Yim-Chaan, Woo Gam, Yuen Bun, Lee Kwan, Tony Ching Siu-Tung, Cheung Chok-Chow, Wang Lai, Lo Gwok-Hung ","Snake Shadow, Lama Fist"
Taiwan,Fu Ching-Hua ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1973,"Doris Lung Chun-Erh, Si Wai, Kuo Hsiao-Chuang, Chuen Yuen, Blacky Ko Sau-Leung, Chang Peng, Wang Tai-Lang, Lee Yung-Wai ",Tiger Tiger Tiger
Hong Kong,Chang Cheh ,martial arts,https://en.hkcinema.ru/foto/36748555.jpg,1966,"Margaret Tu Chuan, Chin Ping, Jimmy Wang Yu, Lo Lieh, Cheng Lui, Tang Ti, Fung Ngai, Wu Ma, Tien Shun, Chiu Ming ",Tiger Boy
Hong Kong,"Lee Sun-Fung, Ng Wui ",martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1941,"Pak Yin, Cheung Ying, Wong Yan, Ng Wui, Wong Aau, Wong Gam-Chi, Wong Sau-Nin, Lee Yuet-Ching, Lok Hak ",Three Heroes
Hong Kong,Lee Fa ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1962,"Lee Ching, Pearl Au Ka-Wai, Kong Hon, Sheung-Kwun Kwan-Wai, Sek Kin, Yeung Yip-Wang, Ho King-Fan, Lau Hak-Suen, Chan Wai-Yue ",3 Swordsmen from Emei
Hong Kong,Law Chi-Hung ,martial arts,https://en.hkcinema.ru/foto/39c31c55.jpg,1951,"Ng Cho-Fan, Chow Kwun-Ling, Wong Chiu-Miu, Law Yim-Hing, Fung Ming, Wong Kung-Miu, Wong Cho-San, Go Chiu, Kwan Hok-Ling, Keung Chung-Ping ","Three Sieges of Zhu Village, The (Part 1)"
Hong Kong,Fung Chi-Kong ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1954,"Yu So-Chau, Lam Kau, Ha Wa, Lam Kar-Yee ",Iron-man's 3 Visits to the Hero from Emei Mountain
Hong Kong,"Hung Chung-Ho, Yeung Wang-Kwun ",martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1939,"Wai Siu-Fong, Wong Hok-Sing, Cheung Wood-Yau, Lau Hak-Suen, Ling Mung, Wu Tip-Lai, Fung Fung, Chu Po-Chuen, Wan Man, Lui Yuk-Long ",Triple Flirtation of the White Chrysanthemum
China,"He Wei, Chow Jan-Wing ",martial arts,https://en.hkcinema.ru/foto/f0f59936.jpg,2007,"Mao Zhi-Qiang, Fan Siu-Wong, Yuan Wen-Ting, Liang Feng, Xu Cai-Gen, Xu Xiao-Long, Jessica Wong Ka-Wai, Lam Wai, Lau Wing ",Wu Seng
Hong Kong,Billy Chung Siu-Hung ,martial arts,https://en.hkcinema.ru/foto/eb7e036c.jpg,1993,"Zhang Feng-Yi, Rosamund Kwan Chi-Lam, Max Mok Siu-Chung, Zhao Jun, Zhang Guang-Bei, Ni Da-Hong, Song Ge, Diao Xiao-Xiao ",The Assassin
Taiwan,Law Chi ,martial arts,https://en.hkcinema.ru/foto/6074fa9a.jpg,1977,"Lo Lieh, Carter Wong Ka-Tat, Lung Fei, Chang Yu, Wang Ping, Cliff Lok, Chan Chuen, Chan Siu-Pang, Cheung Shu-Lam, Au Lap-Bo, Weng Hsiao-Hu ",Killer from Above
Hong Kong,Wu Ma ,martial arts,https://en.hkcinema.ru/foto/313d8db0.jpg,1993,"Yuen Biao, Yen Shi-Kwan, Shirley Lui Sau-Ling, Yuen Wah, Wu Ma, Tai Bo, Zhang Dong-Sheng, Sheila Chan Suk-Lan, Chen Shan, Louis Roth ",Kickboxer
Hong Kong,Tu Kuang-Chi ,martial arts,https://en.hkcinema.ru/foto/50c2f547.jpg,1969,"Melinda Chen Man-Ling, Gam Chuen, Charlie Chin Chiang-Lin, Connie Hong Lei, Chu Mu, Yam Ho, Doreen Chien Rong-Rong, Wang Lai, Wong Sam ",The Violet Mansion
Hong Kong,Fung Chi-Kong ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1958,"Sek Yin-Tsi, Law Yim-Hing, Sek Kin, Lam Kau ",Fang Shiyu Attacks Emperor Qianlong in Fury
Hong Kong,Wong Tin-Lam ,"martial arts, , musical",https://en.hkcinema.ru/foto/a781d81e.jpg,1952,"Law Yim-Hing, Yu Kai, Lam Kau, Ma Kam-Neong ",Fang Shiyu Challenges the Boxing-Stage Champion (Part 1)
Hong Kong,Fung Chi-Kong ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1950,"Sek Yin-Tsi, Law Yim-Hing, Leung Shui-Bing, Wong Hok-Sing, Lau Hak-Suen, Ling Mung, Tai Hau-Ho, Sek Kin ",Fang Shiyu and His Impersonator
Hong Kong,Fung Chi-Kong ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1963,"Ng Kwun-Lai, Walter Tso Tat-Wah, Sek Kin, Josephine Siao Fong-Fong, Cecelia Lee Fung-Sing, Lam Kau, Poon Yat-On, Lai Man, Lau Hak-Suen ",Half a Sword (Part 2)
Hong Kong,Lung To ,martial arts,https://en.hkcinema.ru/foto/9d5352c9.jpg,1965,"Cheung Ying-Tsoi, Ng Kwun-Lai, Cheng Wai-Sum, Cheng Pik-Ying, Lui Woon-Suen, Lam Yim, Gam Lui, Lok Gung, Lai Man, Go Chiu, Fung Ging-Man ",Loyalty
South Korea,Lee Doo-Yong ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1974,"Charles Han Yong-Cheol, Bae Su-Cheon, Kim Mun-Ju ",A Betrayer
China,"Yang Yi, Li Yao ","comedy, martial arts, historical",https://en.hkcinema.ru/foto/5b6bde0672b19.jpg,2018,"Wang He-Ming, Huang Hao, Hu Yue, Dong Li-Fan, Wang Xiao-Han, Wang De-Feng, Lin Yu-Fan, Chen Wei, Li Feng-Gan ",Da Ming Jian Ke
Hong Kong,Yuan Qiu-Feng ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1972,"Kelly Lai Chen, Wong Gam-Fung, Kam Ling, Mak Gei, Wang Sun, Lin Jing, Lee Wan-Chung, Karen Yip Leng-Chi, Cheung Hei ",The Ghost
China,Andy Ng Yiu-Kuen ,"martial arts, animation",https://en.hkcinema.ru/foto/52edfa3b.jpg,2012,"Jackie Chan, Lam Tze-Chung, Ji Tao, Wang Hai-Yang, Hu Jun-Ming, Yang Zheng, Lan Hao-Yu, He Xiang, Jack Tu Sheng-Cheng ",The Adventures of Jinbao
Hong Kong,Fung Chi-Kong ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1950,"Yu Kai, Ko Lo-Chuen, Lam Kar-Yee, Chan Lo-Wah, Wong Kim-Ying, Wong Sau-Nin, Ling Mung, Law Kim-Hung, Ma Siu-Ling, Sze Pak-Yeuk ",Prince Ciyun Flees His Country
Hong Kong,Ku Wen-Chung ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1952,"Sek Yin-Tsi, Chun Siu-Lei, Wong Hok-Sing, Chow Kit-Wan, Ling Mung, Sek Kin, Lau Kwai-Hong ",The Breaching of Black Wind Stockade
Taiwan,Pan Lei ,martial arts,https://en.hkcinema.ru/foto/d27affb8.jpg,1969,"Wang Ling, Tung Li, Ou Wei, Cho Kin, Li Kuan-Chang, Cheung Sai-Sai, Hon Siu, Chow Siu-Hing, Tai Leung, Cheung Ching-Fung, Han Chiang ",Purple Darts
Hong Kong,Chan Chue ,martial arts,https://en.hkcinema.ru/foto/de964a85.jpg,1978,"Carter Wong Ka-Tat, Cecilia Wong Hang-Sau, Ron Van Clief, Chan Lau, Ho Pak-Kwong, Fung Ging-Man, Pak Sha-Lik, Peter Chan Lung, Mang Hoi ",Way of the Black Dragon
South Korea,"Kim Jung-Yong, Godfrey Ho Jeung-Keung ","martial arts, comedy",https://en.hkcinema.ru/foto/1a3b7fe5.jpg,1981,"Elton Chong, Eagle Han Ying, Mike Wong Lung, Bruce Cheung Mong, Kim Myeong-Ah, Kim Wuk, Guk Ching-Woon, Kwon Sung-Young, Lee Hing-Yue ",Shaolin Drunken Monkey
Hong Kong,,martial arts,https://en.hkcinema.ru/foto/53db706b4cbb2.jpg,1984,"Moon Lee Choi-Fung, Ng Gong, Law Lok-Lam, Lau Ga-Yung, Yip Yuk-Ping, Leung Ming, Cheng Lui, Johnny Wang Lung-Wei ",Drunken Fist
Hong Kong,"Jackie Chan, Liu Chia-Liang ",martial arts,https://en.hkcinema.ru/foto/7d265073.jpg,1994,"Jackie Chan, Anita Mui Yim-Fong, Ken Lo Wai-Kwong, Liu Chia-Liang, Ti Lung, Felix Wong Yat-Wah, Chin Ka-Lok, Andy Lau Tak-Wah, Alan Chan Kwok-Kuen ",Drunken Master II
Hong Kong,Tang Ti ,martial arts,https://en.hkcinema.ru/foto/055ece12.jpg,1979,"Simon Yuen Siu-Tin, Li Yi-Min, Lo Lieh, Wei Pin-Ao, Chang Hsiao-Fan, Wong Chi-Sang, Lee Man-Tai, Lung Tien-Hsiang, Wang Han-Chen, Tang Ti ",Drunken Arts and Crippled Fist
Hong Kong,Chang Cheh ,martial arts,https://en.hkcinema.ru/foto/f9150394.jpg,1978,"Wai Pak, Lo Meng, Lu Feng, Sun Chien, Phillip Kwok Chun-Fung, Chiang Sheng, Johnny Wang Lung-Wei, Dick Wei, Ku Feng, Wang Han-Chen ",The Five Venoms
Hong Kong,Lo Wei ,martial arts,https://en.hkcinema.ru/foto/dc3c63e8.jpg,1970,"Cheng Pei-Pei, Lo Lieh, Chang Yu, Yueh Hua, Chin Han, Kao Yuen, Tien Feng, Little Unicorn, Wang Hsieh, Sammo Hung Kam-Bo, Ku Feng ",Brothers Five
Taiwan,Joseph Kuo Nan-Hong ,martial arts,https://en.hkcinema.ru/foto/1159c066.jpg,1971,"Chiang Nan, Li Hsuan, Chiang Ching-Hsia, Yu Chung-Chiu, Shao Lo-Hui, Li Min-Lang, Ko Yu-Min, Chiang Tao, Wa Luen, Ngok Fung ",The Five Devil Ghost
Taiwan,Shut Dik ,martial arts,https://en.hkcinema.ru/foto/a445d8c8.jpg,1975,"Polly Shang-Kuan Ling-Feng, Lui Ming, Wong Lan, Yeung San-San, Elsa Yeung Wai-San, Chang Chi-Ping, Chiang Kuang-Chao, An Ping ",Five Pretty Young Ladies
China,"Kong Gang, Lee Tso-Nam ",martial arts,https://en.hkcinema.ru/foto/5c3481c8cf438.jpg,2007,"Timmy Hung Tin-Ming, Che Yong-Li, Liang Feng, Xu Tian-Gen, Lin Qi, Lau Wing, Yuen Bo, Jessica Wong Ka-Wai, Zhang Yin Tian-Yi ",Broken Ambitions
Hong Kong,Cheung Sum ,martial arts,https://en.hkcinema.ru/foto/d7b9c5ee.jpg,1973,"Kwan Bo-Ling, Lee Tin-Ying, Wilson Tong Wai-Shing, Tsui Siu-Ming, Yeung Wai, Tong Tin-Hei, Chan Ling-Wai, Stewart Tam Tin, Ho Kwong-Ming ",The Angry Dragon
Taiwan,Lin Bing ,martial arts,https://en.hkcinema.ru/foto/416d1e7d.jpg,1974,"Lung Fei, Chiang Fan, Shan Mao, Lee Keung, Chang Yi-Kuai, Ho Wei-Hsiung, Chiang Hua, Ko Hsiang-Ting, Seung-Goon Leung, Lu Bi-Yun, Wong Hoi ",The Rickshaw Puller
Hong Kong,Chan Cheuk-Sang ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1963,"Mak Bing-Wing, Fung Wong-Nui, Yu Kai, Sek Kin, Lau Yuet-Fung, Ka Chui-Fung, Sai Gwa-Pau, Tam Ting-Kwun, Cheung Sang, Cheung Sing-Fei ",A Wild Battle
Taiwan,Wang Hung-Chang ,martial arts,https://en.hkcinema.ru/foto/a73846ec.jpg,1973,"Anthony Chan Keung, Cliff Ching Ching, Kong Yeung, Ching Tiao-Hua, Chiu Keung, Kurata Yasuaki, Lam Chung, Lau Yau-Bun ",Ferocious to Ferocious
Taiwan,Wu Ma ,martial arts,https://en.hkcinema.ru/foto/6ee122ca.jpg,1978,"Dorian Tan Tao-Liang, Mang Fei, Elsa Yeung Wai-San, Dean Shek Tin, Tung Li, Fang Fang, Yu Tien-Lung, Wang Hsieh, Wong Fei-Lung ",Snake Crane Secret
Hong Kong,Miu Hong-Nee ,martial arts,https://en.hkcinema.ru/foto/2a08957d.jpg,1961,"Tang Pik-Wan, Yu So-Chau, Lam Ka-Sing, Lam Kau, Lok Gung, Yeung Yip-Wang, Chan Ho-Kau, Chan Wai-Yue, Ko Lo-Chuen, Simon Yuen Siu-Tin, Sai Gwa-Pau ",Secret Book (Part 1)
Hong Kong,Joseph Kong Hung ,martial arts,https://en.hkcinema.ru/foto/91fb7096.jpg,1988,"Bruce Le, Nick Cheung Lik, Lo Lieh, Chiang Tao, Tong Tin-Hei, Leung Siu-Wah, Zheng Lou-Si, Chiu Chi-Ling ",Bruce's Secret Kung Fu
Hong Kong,Ling Yun ,martial arts,https://en.hkcinema.ru/foto/6e415e80.jpg,1967,"Connie Chan Po-Chu, Josephine Siao Fong-Fong, Nancy Sit Ka-Yin, Wong Oi-Ming, Sum Chi-Wah, Alice Fung So-Po, Petrina Fung Bo-Bo, Ng Yan-Chi ",Seven Princesses (Part 1)
Hong Kong,Wu Pang ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1964,"Lam Ka-Sing, Nam Hung, Do Ping, Sek Kin, Tong Kai, Liu Chia-Liang, Lam Kau, Sze-Ma Wah-Lung, Cheung Sang, Yeung Yip-Wang, Chow Gat, Wong Hak ",Seven Tigers
Taiwan,Wang Hung-Chang ,martial arts,https://en.hkcinema.ru/foto/6fb9add5.jpg,1973,"Charlie Chin Chiang-Lin, Wang Ping, Chiu Keung, Jack Lung Sai-Ga, Tsai Hung, Shut Chung-Tin, Shih Ting-Ken, Chang Feng, Hsiang Chun ",The Sister of the San-Tung Boxer
Hong Kong,,"martial arts, horror",https://en.hkcinema.ru/foto/91315cb0.jpg,1990,"Mark Houghton, Richard Edwards, Wayne Archer, Steve Brettingham, Nora Miao Ke-Hsiu, Ko Keung ",Zodiac Power 3: Kickboxer from Hell
Hong Kong,Lee Fa ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1965,"Pearl Au Ka-Wai, Lee Ching, Do Ping, Lee Pang-Fei, Yue Ming, Sai Gwa-Pau, Wong Hak, Chan Lap-Ban, Ding Yue, Lam Liu-Ngok, Chu Siu-Boh ","Blind Swordsman, The (Part 1)"
Taiwan,Tang Chen-Dah ,martial arts,https://en.hkcinema.ru/foto/626c713e.jpg,1981,"Wong Goon-Hung, Chung Wah, Kuo Hsiu-Mei, Pai Ying, Lee Kuk-Wah, Hao Man-Li, Lee Wan-Chung, Han Chiang, Wang Hsieh, Wan Shan ",Chivalry Deadly Feud
Hong Kong,Zhang Siu-Wai ,martial arts,https://en.hkcinema.ru/foto/a4eb5b74.jpg,1992,"Yu Rong-Guang, Cynthia Khan, Yue Hoi, Ji Chun-Hua, Li Zhi-Zhou, Ge Chun-Yan, Gan Tak-Mau, Dale Cook, Xu Jie, Chang Rong, Wang Hua ",Deadend of Besiegers
Hong Kong,"Choi Jing-Shing, Patrick Yau Tat-Chi ",martial arts,https://en.hkcinema.ru/foto/sp_54c2159c83622.jpg,2006,"Raymond Lam Fung, Bosco Wong Chung-Chak, Charmaine Sheh See-Man, Sonija Kwok Sin-Nae, Sharon Chan Man-Chi, Derek Kwok Jing-Hung ",Lethal Weapons of Love and Passion
Hong Kong,Wong Fung ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1960,"So Siu-Tong, Yu So-Chau, Yam Yin, Connie Chan Po-Chu, Lam Kau, Lee Heung-Kam, Siu Chung-Kwan, Sek Kin, Josephine Siao Fong-Fong, Lok Gung ",The Deadly Whip of Bones
Hong Kong,Yeung Kung-Leung ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1963,"Yu So-Chau, Lam Ka-Sing, Lee Hung, Connie Chan Po-Chu ",A Gathering of Heroes
Taiwan,Joseph Kong Hung ,martial arts,https://en.hkcinema.ru/foto/7c0fee8d.jpg,1972,"Chan Sing, Henry Yu Yung, Nick Cheung Lik, Suen Lam, Wong Chi-Ming, Linda Ling, Mars, Fung Hak-On, San Kuai, Fong Yau, Cheung Hei ",Tough Guy
Hong Kong,Joseph Kuo Nan-Hong ,martial arts,https://en.hkcinema.ru/foto/c9727340.jpg,1979,"Yu Jim-Yuen, Bill Louie, Wong Wing-Sang, David Pedernera, Starr Hester, Ng Siu-Nam, Pau Ga-Chung, Hui Man-Yui, Chi Fu-Chiang, Chui Chung-Hok ",The Old Master
Hong Kong,King Hu Chin-Chuan ,martial arts,https://en.hkcinema.ru/foto/0ffbf225.jpg,1973,"Li Li-Hua, Pai Ying, Roy Chiao Hung, Hsu Feng, Tien Feng, Han Ying-Chieh, Angela Mao Ying, Woo Gam, Ng Ming-Choi, Seung-Goon Yin-Ngai ",The Fate of Lee Khan
China,Li Bo-Xuan ,"mystery, martial arts, historical",https://en.hkcinema.ru/foto/5d610203c24b5.jpg,2019,"Bai Cheng-Jun, Vina Zhang Wei-Na, Benjamin Zhang Yi-Wen, Lisa Li Jing-Yang, Shi Zhao-Qi, Michael Mao Fan, Fan Jian-Yun, Ding Yan-Xi ",Coroner
Taiwan,Kim Lung ,martial arts,https://en.hkcinema.ru/foto/9f41efad.jpg,1967,"Paula Tsui Siu-Fung, Wong Jun, Liu Ching, Lam Lam, Yip Ching, Yee Yuen, Kao Min-Ling, Ko Yu-Min, Chou Wan-Sheng ",Dragon Inn
Hong Kong,"Lam Nin-Tung, Li Chao-Lun ",martial arts,https://en.hkcinema.ru/foto/e42b422a.jpg,1970,"Tony Liu Chun-Ku, Melinda Chen Man-Ling, Wong Sam, Chu Mu, Lee Man-Tai, Bill Louie, Chan Fei-Lung, Yi Fung, Ma Chien-Tang, Wong Hei-Tung ",The Inn of Mercy
Taiwan,Chiang Nan ,martial arts,https://en.hkcinema.ru/foto/cb0679dd.jpg,1977,"Chia Ling, Doris Lung Chun-Erh, Yuen Sam, Chang Yu, Lung Fei, Carter Wong Ka-Tat, Liu Ping, Wong Goon-Hung, Ko Yu-Min, Chang Chi-Ping ",Chivalrous Inn
China,Tao Ming-Xi ,martial arts,https://en.hkcinema.ru/foto/97ea3330.jpg,2009,"Wu Yue, Cheng Pei-Pei, Wei Yu-Hai, Xu Huan-Huan, Lau Wing ",Taishan Kung Fu
Taiwan,Pearl Cheung Ling ,martial arts,https://en.hkcinema.ru/foto/d33899de.jpg,1981,"Pearl Cheung Ling, Tien Peng, Wang Hsieh, Tien Feng, Wong Chi-Sang, Yeung Hung, Wang Meng-Lin ",Dark Lady of Kung Fu
China,Wan Shi-Zhong ,"thriller, martial arts, fantasy",https://en.hkcinema.ru/foto/797b5a3eeecfe6bca45d4434299cedfedbn.jpg,2016,"Bourne Liu Hao-Wen, Liu Jun-Feng, Lu Jia, Zhang Zhi-Wei ",Shadow
Hong Kong,,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1981,"Alex Man Chi-Leung, Amy Chan Sau-Man, Violet Lee Ying, Lau Wai-Man, Kong Hon, Law Lok-Lam, Leung Tin, Cheng Lui, Chui Bo-Fung, Siu Yam-Yam ",Buk Fu
Hong Kong,Lee Fa ,martial arts,https://en.hkcinema.ru/foto/595bcc4c.jpg,1960,"Teresa Ha Ping, Walter Tso Tat-Wah, Yung Siu-Yi, Lam Kau, Sek Kin, Yung Yuk-Yi, Wan Ling-Kwong, Wong Hak, Kong Yat-Fan, Lee Yuet-Ching ","Three Girl Fighters, The (Part 1)"
China,Wang Shao-Peng ,"drama, historical, martial arts",https://en.hkcinema.ru/foto/5c71a7d2682d8.jpg,1991,"Shao Ying-Jian, Xun Yi-Feng, He Yan, Lo Wai-Keung, Wang Jia-Yi, Li Jia-Bin, Zhang Xun-Ling, Cheng Liu-Zhong, Tang Chun-Liang ",Three Heroes and Five Gallants
Hong Kong,Ling Yun ,martial arts,https://en.hkcinema.ru/foto/832aeddf.jpg,1967,"Connie Chan Po-Chu, Josephine Siao Fong-Fong, Tam Sin-Hung, Walter Tso Tat-Wah, Yu So-Chau, Ko Lo-Chuen, Ng Yan-Chi, Ling Mung ",The Three Swordsmen
China,Yan Huai-Kang ,"martial arts, drama",https://en.hkcinema.ru/foto/5a066c6914e3c.jpg,2017,"Feng Man, Li Jun-Hao, Xiang Jin, Chen Mei-Lin, Jiang Hao, Zhou Shi-Qi, Pan Mei-Ye, Sindy Wang Shen-Di, Wang Zhao-Xiang, Jacob Liu Yu-Tong ",The Three Swordsmen 2
Taiwan,"Ulysses Au-Yeung Jun, Chan Jun-Leung ",martial arts,https://en.hkcinema.ru/foto/561a0277573fb.jpg,1978,"Mang Fei, Lo Lieh, Leung Kar-Yan, Woo Gam, Doris Lung Chun-Erh, Liu Ping, Li Min-Lang, Shih Ting-Ken, Elsa Yeung Wai-San, David Tao Da-Wei ",Three Shaolin Musketeers
Hong Kong,Law Chi-Hung ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1951,"Ng Cho-Fan, Chow Kwun-Ling, Wong Chiu-Miu, Lam Kau, Law Yim-Hing, Ng Wui, Wong Kung-Miu, Wong Cho-San, Keung Chung-Ping, Lai Ming, Lam Wah ","Three Sieges of Zhu Village, The (Part 2)"
Hong Kong,Richard Yeung Kuen ,martial arts,https://en.hkcinema.ru/foto/c2f247e6.jpg,1969,"Petrina Fung Bo-Bo, Kenneth Tsang Kong, Sek Kin, Cheung Hei, Fung Fung, Hao Li-Jen, Fung Ngai, Tam Bing-Man, Chin Chun, Gam Lau ",Three Encounters
Taiwan,Larry Tu Chong-Hsun ,martial arts,https://en.hkcinema.ru/foto/2a5c1513.jpg,1976,"Hsu Feng, Tien Peng, Pai Ying, Chia Ling, Shih Chun, Tse Chung-Mau, Wan Chung-Shan, Tai Leung, Li Min-Lang, Chang Ping-Yu, Ching Lap-Wai ",Assassin
Hong Kong,,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1984,,Wu Tang
Hong Kong,Lo Wei ,martial arts,https://en.hkcinema.ru/foto/4670f3f5.jpg,1972,"Nora Miao Ke-Hsiu, Patrick Tse Yin, Sek Kin, Fung Ngai, Lo Wei, Gam Chuen, Stanley Fung Sui-Fan, Tin Mat, Hung Lau, Chow Siu-Loi ",The Hurricane
Hong Kong,Sun Chung ,martial arts,https://en.hkcinema.ru/foto/9dfeecea.jpg,1979,"Ti Lung, Wong Yu, Ku Feng, Angie Chiu Nga-Chi, Johnny Wang Lung-Wei, Ngaai Fei, Chiang Tao, Shum Lo, Lun Ga-Chun, Tin Ching, Yuen Wah ",The Kung-Fu Instructor
China,Lee Lik-Chi ,"comedy, fantasy, martial arts, romance",https://en.hkcinema.ru/foto/2cf9dd80.jpg,2010,"Huang Xiao-Ming, Zhang Jing-Chu, Zhou Li-Bo, Joe Cheng Cho, Law Kar-Ying, Fan Siu-Wong, Mimi Chu Mai-Mai, Nat Chan Pak-Cheung, Richie Ren Xian-Qi ",Flirting Scholar 2
Hong Kong,Hua Shan ,martial arts,https://en.hkcinema.ru/foto/227e26bd.jpg,1977,"Bruce Li Shao-Lung, Ku Feng, Lo Meng, Au-Yeung Pui-San, Carl Scott, Lee Hoi-Sang, Siu Yam-Yam, Chiang Tao, Alan Chui Chung-San, Alan Chan Kwok-Kuen ",Last Strike
